         9096317 function calls (9036002 primitive calls) in 14.123 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2167    0.001    0.000    0.004    0.000 {method 'all' of 'numpy.ndarray' objects}
      499    0.001    0.000    0.001    0.000 definitions.py:230(__init__)
        1    0.001    0.001    0.001    0.001 atoms.py:36(<module>)
       54    0.001    0.000    0.001    0.000 cells.py:947(sort_by_lattice_distance)
      809    0.001    0.000    0.030    0.000 <frozen importlib._bootstrap_external>:94(_path_isfile)
     3565    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
     1920    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:847(__exit__)
        1    0.001    0.001    0.012    0.012 shutil.py:5(<module>)
      306    0.000    0.000    0.004    0.000 util.py:690(__mul__)
      505    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
     3565    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      505    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
      400    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
     1030    0.000    0.000    0.001    0.000 {built-in method from_bytes}
      140    0.000    0.000    0.004    0.000 constructor.py:132(construct_mapping)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
      432    0.000    0.000    0.117    0.000 parser.py:376(parse_block_sequence_first_entry)
      336    0.000    0.000    0.001    0.000 enum.py:351(__setattr__)
     1535    0.000    0.000    0.001    0.000 definitions.py:49(<genexpr>)
      505    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     2962    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
   420/34    0.000    0.000    0.385    0.011 {built-in method builtins.__import__}
      268    0.000    0.000    0.002    0.000 fromnumeric.py:1778(sum)
     1351    0.000    0.000    0.001    0.000 inspect.py:2759(<genexpr>)
      408    0.000    0.000    0.001    0.000 systems.py:124(add_units)
      334    0.000    0.000    0.001    0.000 _util.py:292(<listcomp>)
      217    0.000    0.000    0.004    0.000 util.py:711(__truediv__)
     1010    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      603    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
       23    0.000    0.000    0.995    0.043 __init__.py:1(<module>)
       15    0.000    0.000    0.027    0.002 systems.py:175(from_lines)
      912    0.000    0.000    0.002    0.000 re.py:330(filter)
      646    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:151(__exit__)
        7    0.000    0.000    0.017    0.002 context.py:137(from_lines)
     2400    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
     3364    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
    832/4    0.000    0.000    0.825    0.206 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
  496/487    0.000    0.000    0.011    0.000 registry.py:356(define)
      603    0.000    0.000    0.001    0.000 tokenize.py:385(find_cookie)
      140    0.000    0.000    0.000    0.000 constructor.py:180(flatten_mapping)
      854    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      286    0.000    0.000    0.002    0.000 function_base.py:4533(add_newdoc)
     1033    0.000    0.000    0.000    0.000 __init__.py:929(__setitem__)
       89    0.000    0.000    0.043    0.000 sre_compile.py:557(compile)
      353    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
     1044    0.000    0.000    0.000    0.000 sre_parse.py:285(tell)
     1844    0.000    0.000    0.001    0.000 _collections_abc.py:701(__len__)
      334    0.000    0.000    0.000    0.000 _util.py:306(<listcomp>)
      943    0.000    0.000    0.001    0.000 util.py:253(<genexpr>)
      604    0.000    0.000    0.000    0.000 definitions.py:107(__init__)
     1322    0.000    0.000    0.000    0.000 sre_parse.py:171(append)
       81    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
     1680    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      327    0.000    0.000    0.002    0.000 inspect.py:2797(replace)
       12    0.000    0.000    0.009    0.001 util.py:233(solve_dependencies)
     2381    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
     1973    0.000    0.000    0.000    0.000 {method 'span' of '_sre.SRE_Match' objects}
       89    0.000    0.000    0.005    0.000 sre_compile.py:482(_compile_info)
  446/427    0.000    0.000    0.000    0.000 systems.py:102(invalidate_members)
       65    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
     2167    0.000    0.000    0.003    0.000 _methods.py:40(_all)
      109    0.000    0.000    0.006    0.000 _distn_infrastructure.py:591(__init__)
     1602    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:41(_relax_case)
     1831    0.000    0.000    0.000    0.000 definitions.py:173(converter)
